filename,mse,mae,psnr,ssim,lpips,inference_ms
002390.npy,0.0070533426478505135,0.0723300501704216,21.516050085402686,0.5651048988044068,0.42902788519859314,162.0641999907093
001754.npy,0.005266919732093811,0.047729961574077606,22.784433090579217,0.8206035737976404,0.13655617833137512,160.74160000425763
002394.npy,0.009432644583284855,0.07257218658924103,20.253665437782225,0.7085243829510375,0.30809953808784485,130.05979999434203
003059.npy,0.002033335156738758,0.03727710247039795,26.917910251751067,0.8460691023573372,0.2948322892189026,157.71939999831375
001076.npy,0.005429377779364586,0.05772744491696358,22.652499223931724,0.6235836434199317,0.3873888850212097,147.43929999531247
002207.npy,0.01267135702073574,0.0946202427148819,18.971768390372144,0.8480222731423229,0.17442722618579865,164.11969999899156
002299.npy,0.0018890571082010865,0.03242163360118866,27.23754909632076,0.7501628332218975,0.2341836541891098,158.24000000429805
003051.npy,0.007763892877846956,0.08586103469133377,21.09920449641315,0.9307691875190734,0.21391741931438446,152.21619998919778
001010.npy,0.007509775459766388,0.07200659811496735,21.243730558529272,0.8633886709125638,0.20688772201538086,150.76990000670776
003192.npy,0.0011724169598892331,0.02223522774875164,29.309179207410555,0.9160842854529619,0.10806071013212204,149.87870000186376
001084.npy,0.0006900877342559397,0.015742748975753784,31.610956976355673,0.9416696277432441,0.05775394290685654,145.05490000010468
000585.npy,0.0031098411418497562,0.04420385882258415,25.07261805156689,0.4001657920111045,0.6977590322494507,139.15360000100918
001879.npy,0.0014854419277980924,0.02738933265209198,28.281443458173413,0.8484369096755981,0.36996641755104065,150.80970000417437
002633.npy,0.004881054162979126,0.053559258580207825,23.114863986075697,0.3258632527114004,0.8421698212623596,150.7393000065349
001620.npy,0.0013333660317584872,0.024156538769602776,28.75050611483045,0.8785679570341111,0.14843228459358215,158.04680000292137
002044.npy,0.005527378059923649,0.06101394072175026,22.574808358681548,0.7959827606032714,0.2874584197998047,156.87329998763744
002684.npy,0.0036516140680760145,0.04188815876841545,24.375151315611525,0.7215170915310141,0.21781302988529205,142.46620000631083
000870.npy,0.004557754844427109,0.053866103291511536,23.412490538199876,0.29112762588998675,0.8318924903869629,142.11919999797828
001288.npy,0.0011268883245065808,0.019343988969922066,29.481190817838986,0.9119684594657421,0.13141858577728271,141.53160000569187
002940.npy,0.008899832144379616,0.06939215958118439,20.50618179896157,0.7179222234852016,0.3160606026649475,139.07729998754803
002323.npy,0.004228608682751656,0.04536782577633858,23.738025263682466,0.8086113227899298,0.18867838382720947,146.98869999847375
000864.npy,0.01257682777941227,0.08273117244243622,19.004288986380743,0.68787437092212,0.3276326060295105,160.79890000401065
000271.npy,0.002117608906701207,0.023878399282693863,26.741542107286627,0.8129594164847136,0.28618600964546204,137.0874999993248
001096.npy,0.0029452387243509293,0.03745025023818016,25.308795136431854,0.7622606844931692,0.27292442321777344,153.17599999252707
001643.npy,0.0005813544266857207,0.017581842839717865,32.35559009389049,0.8180334074263572,0.2834618389606476,161.11490000912454
001292.npy,0.00257889274507761,0.03739586099982262,25.885667623995623,0.7798766623156965,0.22689762711524963,154.6212000102969
000131.npy,0.004487280733883381,0.05126912146806717,23.480167561280453,0.7968564977200479,0.23181159794330597,131.4163000060944
000938.npy,0.001870273146778345,0.03619532287120819,27.280949820811713,0.7931269951573611,0.39117851853370667,132.9729999997653
000229.npy,0.00944532360881567,0.07406744360923767,20.247831675832995,0.7297184407599271,0.27541062235832214,158.73759999522008
001328.npy,0.0018552332185208797,0.034400708973407745,27.316014363886847,0.8661813272847533,0.2261698842048645,156.93779999855906
002804.npy,0.0024097845889627934,0.03600979968905449,26.18021773617301,0.7295372400276959,0.28032347559928894,148.02349999081343
000899.npy,0.003254758659750223,0.05171957612037659,24.874812185562067,0.9154902119896412,0.1499476134777069,135.5368000076851
002281.npy,0.004075769800692797,0.0461617074906826,23.897903443764534,0.8199274850109703,0.17225252091884613,160.1453000039328
002818.npy,0.0025791858788579702,0.03863895684480667,25.885173876616033,0.6225681974686385,0.40502095222473145,181.01169999863487
